station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LFBD,LFBD,2019-09-12 14:00,78.80,51.80,39.02,20.00,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFBD 121400Z AUTO 02005KT 330V080 CAVOK 26/11 Q1031 NOSIG,M
LFBD,LFBD,2019-09-12 14:30,80.60,51.80,36.79,60.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.08,LFBD 121430Z AUTO 06005KT 010V140 CAVOK 27/11 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 15:00,78.80,51.80,39.02,20.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFBD 121500Z AUTO 02005KT 300V100 CAVOK 26/11 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 15:30,80.60,51.80,36.79,30.00,6.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.08,LFBD 121530Z AUTO 03006KT 350V070 CAVOK 27/11 Q1029 NOSIG,M
LFBD,LFBD,2019-09-12 16:00,80.60,51.80,36.79,20.00,8.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.08,LFBD 121600Z AUTO 02008KT 340V060 CAVOK 27/11 Q1029 NOSIG,M
LFBD,LFBD,2019-09-12 16:30,80.60,50.00,34.41,20.00,9.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.88,LFBD 121630Z AUTO 02009KT 350V060 CAVOK 27/10 Q1029 NOSIG,M
LFBD,LFBD,2019-09-12 17:00,78.80,50.00,36.51,10.00,8.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFBD 121700Z AUTO 01008KT 350V070 CAVOK 26/10 Q1029 NOSIG,M
LFBD,LFBD,2019-09-12 17:30,78.80,51.80,39.02,360.00,7.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFBD 121730Z AUTO 36007KT 340V050 CAVOK 26/11 Q1029 NOSIG,M
LFBD,LFBD,2019-09-12 18:00,77.00,51.80,41.42,360.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBD 121800Z AUTO 36005KT 330V060 CAVOK 25/11 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 18:30,73.40,51.80,46.71,340.00,7.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFBD 121830Z AUTO 34007KT 300V030 CAVOK 23/11 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 19:00,71.60,57.20,60.44,330.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,LFBD 121900Z AUTO 33005KT CAVOK 22/14 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 19:30,69.80,57.20,64.26,330.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFBD 121930Z AUTO 33004KT 260V010 CAVOK 21/14 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 20:00,68.00,57.20,68.35,M,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFBD 122000Z AUTO VRB02KT CAVOK 20/14 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 20:30,66.20,57.20,72.74,320.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFBD 122030Z AUTO 32003KT 260V040 CAVOK 19/14 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 21:00,66.20,57.20,72.74,340.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFBD 122100Z AUTO 34003KT 310V050 CAVOK 19/14 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 21:30,66.20,57.20,72.74,350.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFBD 122130Z AUTO 35005KT 330V030 CAVOK 19/14 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 22:00,64.40,59.00,82.62,350.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBD 122200Z AUTO 35004KT 320V030 CAVOK 18/15 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 22:30,64.40,59.00,82.62,10.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBD 122230Z AUTO 01004KT CAVOK 18/15 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 23:00,64.40,59.00,82.62,360.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBD 122300Z AUTO 36004KT 340V050 CAVOK 18/15 Q1030 NOSIG,M
LFBD,LFBD,2019-09-12 23:30,64.40,60.80,88.09,10.00,6.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBD 122330Z AUTO 01006KT CAVOK 18/16 Q1030 NOSIG,M
LFBE,LFBE,2019-09-12 00:00,53.60,48.20,81.87,270.00,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBE 120000Z AUTO 27002KT CAVOK 12/09 Q1030 NOSIG,M
LFBE,LFBE,2019-09-12 00:30,53.60,50.00,87.56,260.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBE 120030Z AUTO 26003KT CAVOK 12/10 Q1030 NOSIG,M
LFBE,LFBE,2019-09-12 01:00,53.60,50.00,87.56,260.00,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBE 120100Z AUTO 26002KT CAVOK 12/10 Q1030 NOSIG,M
LFBE,LFBE,2019-09-12 01:30,51.80,48.20,87.47,290.00,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBE 120130Z AUTO 29002KT CAVOK 11/09 Q1030 NOSIG,M
LFBE,LFBE,2019-09-12 02:00,51.80,50.00,93.55,280.00,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBE 120200Z AUTO 28003KT CAVOK 11/10 Q1029 NOSIG,M
LFBE,LFBE,2019-09-12 02:30,51.80,50.00,93.55,260.00,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBE 120230Z AUTO 26002KT CAVOK 11/10 Q1029 TEMPO 3000 BR,M
LFBE,LFBE,2019-09-12 03:00,50.00,46.40,87.37,0.00,0.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFBE 120300Z AUTO 00000KT CAVOK 10/08 Q1029 TEMPO 3000 BR,M
LFBE,LFBE,2019-09-12 03:30,50.00,48.20,93.50,0.00,0.00,0.00,30.39,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFBE 120330Z AUTO 00000KT 9999 2800 NSC 10/09 Q1029 TEMPO 3000 BR,M
LFBE,LFBE,2019-09-12 04:00,48.20,46.40,93.45,0.00,0.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,LFBE 120400Z AUTO 00000KT CAVOK 09/08 Q1029 TEMPO 3000 BR,M
LFBE,LFBE,2019-09-12 04:30,48.20,46.40,93.45,80.00,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,LFBE 120430Z AUTO 08002KT CAVOK 09/08 Q1029 TEMPO 3000 BR,M
LFBE,LFBE,2019-09-12 05:00,48.20,46.40,93.45,M,1.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,LFBE 120500Z AUTO VRB01KT CAVOK 09/08 Q1030 TEMPO 3000 BR,M
LFBE,LFBE,2019-09-12 05:30,46.40,44.60,93.40,160.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.15,LFBE 120530Z AUTO 16003KT CAVOK 08/07 Q1030 TEMPO 4000 BR,M
